date,INDPRO,CPIAUCSL,UNRATE,PAYEMS,AWHMAN,GDPC1,FPIx
2019-06,102.4375,255.213,3.6,150838,41.7,20602.275,3710.6567
2019-07,101.9408,255.802,3.7,150937,41.5,,
2019-08,102.639,256.036,3.6,151169,41.5,,
2019-09,102.2917,256.43,3.5,151365,41.5,20843.322,3750.0388
2019-10,101.4281,257.155,3.6,151460,41.4,,
2019-11,101.9372,257.879,3.6,151667,41.4,,
2019-12,101.7003,258.63,3.6,151794,41.4,20985.448,3739.3262
2020-01,101.0338,259.127,3.6,152031,41.3,,
2020-02,101.3735,259.25,3.5,152293,41.5,,
2020-03,97.4078,258.076,4.4,150895,41.2,20709.212,3710.8841
2020-04,84.5619,256.032,14.8,130426,38.4,,
2020-05,85.9604,255.802,13.2,133040,39.4,,
2020-06,91.5934,257.042,11,137671,39.9,19077.992,3419.4749
2020-07,95.0256,258.352,10.2,139255,40.7,,
2020-08,95.9549,259.316,8.4,140821,41,,
2020-09,95.9669,259.997,7.8,141770,41.2,20558.879,3641.8408
2020-10,96.7394,260.319,6.9,142460,41.4,,
2020-11,97.0816,260.911,6.7,142733,41.3,,
2020-12,98.363,262.045,6.7,142548,41.5,20791.917,3783.8824
2021-01,98.8822,262.687,6.4,142863,41.6,,
2021-02,95.6149,263.579,6.2,143380,41.4,,
2021-03,98.3856,264.961,6.1,144232,41.6,21082.134,3860.8245
2021-04,98.5587,266.614,6.1,144587,41.6,,
2021-05,99.4333,268.383,5.8,145065,41.5,,
2021-06,99.7987,270.654,5.9,145820,41.4,21440.929,3918.4153
2021-07,100.2519,271.903,5.4,146762,41.4,,
2021-08,100.0437,272.676,5.1,147314,41.4,,
2021-09,98.8579,273.91,4.7,147771,41.3,21617.828,3906.1587
2021-10,100.1861,276.55,4.5,148572,41.3,,
2021-11,100.8654,278.919,4.1,149230,41.5,,
2021-12,100.5726,280.845,3.9,149816,41.5,21988.737,3935.7459
2022-01,100.1856,282.543,4,150006,41.2,,
2022-02,100.8064,284.5,3.9,150825,41.5,,
2022-03,101.3907,287.674,3.7,151315,41.5,21932.71,4000.5059
2022-04,101.44,288.561,3.7,151623,41.3,,
2022-05,101.3335,291.298,3.6,151924,41.1,,
2022-06,101.018,294.957,3.6,152358,40.9,21967.045,4019.9414
2022-07,101.223,294.913,3.5,153072,41,,
2022-08,101.0963,295.097,3.6,153362,40.9,,
2022-09,101.2918,296.349,3.5,153582,41,22125.625,3997.374
2022-10,101.2529,298.007,3.6,153939,41,,
2022-11,100.9552,298.786,3.6,154242,40.9,,
2022-12,99.7664,298.832,3.5,154342,40.6,22278.345,3992.1512
2023-01,100.505,300.42,3.5,154776,41.1,,
2023-02,100.6416,301.45,3.6,155066,40.7,,
2023-03,101.0205,301.821,3.5,155134,40.6,22439.607,4039.584
2023-04,101.253,302.845,3.4,155375,40.7,,
2023-05,100.9286,303.334,3.6,155655,40.7,,
2023-06,100.1196,304.014,3.6,155880,40.7,22580.499,4132.089
2023-07,100.9067,304.609,3.5,156043,40.7,,
2023-08,100.8393,306.082,3.7,156261,40.8,,
2023-09,101.0211,307.276,3.7,156417,40.7,22840.989,4171.0065
2023-10,100.4689,307.696,3.9,156576,40.8,,
2023-11,100.8639,308.148,3.7,156703,40.5,,
2023-12,100.6031,308.741,3.8,156857,40.3,23033.78,4218.2954
2024-01,99.2223,309.698,3.7,157032,40.3,,
2024-02,100.285,310.967,3.9,157238,40.6,,
2024-03,100.4575,312.345,3.9,157466,40.6,23082.119,4249.5729
2024-04,100.2434,313.023,3.9,157530,40.6,,
2024-05,100.863,313.175,3.9,157608,40.8,,
2024-06,100.894,313.044,4.1,157695,40.8,23286.508,4264.8561
2024-07,99.9757,313.569,4.2,157748,40.7,,
2024-08,100.4309,314.062,4.2,157757,40.7,,
2024-09,99.8084,314.732,4.1,157912,40.8,23478.57,4281.2634
2024-10,99.4695,315.631,4.1,157945,40.6,,
2024-11,99.2925,316.528,4.2,158079,40.8,,
2024-12,100.3273,317.604,4.1,158316,40.9,23586.542,4260.296
2025-01,100.0647,318.961,4,158268,40.7,,
2025-02,101.0993,319.679,4.2,158310,41,,
2025-03,101.0404,319.785,4.2,158377,41.1,23548.21,4333.5958
2025-04,101.1279,320.302,4.2,158485,40.9,,
2025-05,100.9655,320.62,4.3,158498,41,,
2025-06,101.4785,321.435,4.1,158478,41,23770.976,4380.4839
2025-07,101.894,322.169,4.3,158542,41.1,,
2025-08,101.6247,323.291,4.3,158472,41,,
2025-09,101.668,324.245,4.4,158548,41,24026.834,4389.3125
2025-10,101.2195,,,158408,41.1,,
2025-11,101.0344,325.063,4.5,158449,41.3,,
2025-12,101.4941,326.031,4.4,158432,41.1,24055.749,4405.6735
2026-01,101.0388,326.588,4.3,158592,41.4,,
2026-02,101.9053,327.46,4.4,158436,41.6,,
2026-03,101.7543,330.293,4.3,158650,41.5,24180.419,4475.0948
2026-04,102.5198,332.407,4.3,158798,41.6,,
2026-05,102.5099,333.979,4.3,158861,41.6,,
2026-06,102.7868,332.568,4.2,158881,41.7,24269.613,4551.1482
2026-07,102.9939,332.813,4.1,158858,41.7,,
